MS COCO Image ID,Question ID,Soru,Yapay Zeka Cevabi,Gercek Cevaplar,Durum
262148,262148000,Where is he looking?,down,down; down; at table; skateboard; down; table; down; down; down; down,Dogru
269831,269831000,How many people in the water?,1,1; 1; 1; 1; 1; 1; 1; 1; 0; 0,Dogru
269831,269831001,What color is the man's boat?,white,blue; blue; white; white; white; white; white; blue; blue; white,Dogru
269831,269831002,What is the kid sitting on?,surfboard,surfboard; board; surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; board,Dogru
269831,269831003,What color is the water near the boat?,blue,deep blue; blue; blue; blue; turquoise; blue; blue; blue; blue; clear,Dogru
269831,269831004,Is it raining?,no,no; no; no; no; no; no; no; no; no; no,Dogru
372652,372652000,Is this bear full grown?,no,no; yes; no; no; no; no; no; no; no; no,Dogru
372652,372652001,What color is the mom bear?,black,black; black; black; black; black; black; black; black; black; black,Dogru
372652,372652002,Is that a White Bear?,no,no; no; no; no; no; no; no; no; no; no,Dogru
372652,372652003,Is that his food?,no,no; meat; no; no; no; no; no; no; no; no,Dogru
372652,372652004,What kind of object is being used to keep the bear from accessing the garbage can?,cage,cage; cage; garbage can; mesh cage; cage; cage; fence; cage; metal cage; cage,Dogru
7690,7690000,What color is the top bag?,blue,blue; blue; blue; blue; blue; blue; blue; blue and black; blue; blue,Dogru
7690,7690001,Is there a pillow on top of the Luggage?,no,no; no; no; no; no; no; no; no; no; no,Dogru
7690,7690002,Are the bags full of drugs?,no,no; no; no; no; no; no; no; no; no; no,Dogru
7690,7690003,Which luggage bag is bigger?,blue,red; blue; red; blue; red; red; red; red; red; red bag,Dogru
400907,400907000,Is the man about to ride the wave?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400907,400907001,What color is the surfer's skin?,white,peach; white; white; white; white; white; peach; white; beige; white,Dogru
400907,400907002,Is the surfer returning to the beach?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
400907,400907003,What arm is the surfer carrying the board under?,right,right; right; right; right; right; right; right; left; right arm; right,Dogru
138768,138768000,Is the street deserted?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138768,138768001,What color is the street light?,green,"red; red; green; red yellow green; all; red, green yellow; yellow; green; green; one",Dogru
138768,138768002,Are there people walking on the street?,no,no; no; no; no; no; no; no; no; no; no,Dogru
138768,138768003,Which direction is the one way sign pointing?,left,right; right; right; left; right; right; right; right; right; right,Dogru
138768,138768004,Is there some sort of precipitation coming down?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400915,400915000,Is there any red on this man's shoes?,yes,yes; no; yes; yes; yes; no; yes; no; yes; yes,Dogru
400915,400915001,Was this picture taken at night?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400915,400915002,How much experience does this skateboarder have?,lot,lot; enough to perform simple tricks; lot; years; some; lot; lot; lot; lot; much,Dogru
400916,400916000,What is the instrument beside the desk called?,guitar,guitar; guitar; guitar; guitar; guitar; guitar; guitar; guitar; guitar; guitar,Dogru
400916,400916001,How many computer screens are there?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
400916,400916002,What is the black box on the ground between the two desks?,speaker,amp; amp; vox speaker; amp; guitar amp; trash can; ups; speaker; speaker; computer,Dogru
400916,400916003,What are the letters on the amplifier?,no amplifier,vox; vex; vox; cords; fender; vox; vox; vox; vox; don't see letters,Yanlis
219737,219737000,What is the main color of e Court Green?,blue,blue; blue; blue; blue; blue; no; blue; blue; blue and white; blue,Dogru
219737,219737001,What sport is being played?,tennis,tennis; tennis; tennis; tennis; tennis; tennis; tennis; tennis; tennis; tennis,Dogru
219737,219737002,Will the man hit the ball?,yes,yes; yes; yes; no; yes; yes; yes; no; yes; yes,Dogru
219737,219737003,What color is the court?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
400922,400922000,Is there a digital clock below the sign?,no,yes; no; yes; no; yes; no; no; no; no; no,Dogru
400922,400922001,What color is the building across the street?,gray,gray; gray; yellow; yellow; yellow; gray and yellow; white; yellow; gray; yellow and gray,Dogru
400922,400922002,What time does the clock say?,1 : 05,11:05; 10:05; 11:05; 11:05 am; 11:05; 11:04 am; 11:05; 11:05; 11:05; 11:05,Yanlis
400922,400922003,What image is below the words KeyBank?,key,key; key; key; key; key; key; key; key; key; key,Dogru
531995,531995000,Where is the cat's face?,in boot,in boot; in boot; in boot; boot; boot; in boot; boot; in boot; in boots; in shoe,Dogru
531995,531995001,What color is the cat?,black,black; black and white; black; black; black; black/white; black and white; black; black; black and white,Dogru
531995,531995002,What type of shoe is in the picture?,boot,boot; boot; ugg boot; boot; boot; boot; boots; boot; boot; boot,Dogru
400925,400925000,What gaming console are they using?,wii,playstation; wii; x box; nintendo; wii; wii; wii; wii; wii; nintendo wii,Dogru
400925,400925001,What color is the shirt the man is wearing?,red,"pink; red; salmon; red; red, blue, gray; red; red; red; red; red",Dogru
400925,400925002,What color is his hair?,black,brown; black; black; black; brown; black; brown; brown; brown; brown,Dogru
400925,400925003,What color is his shirt?,red,red; red; red; red; red; red; red; red; red; red,Dogru
400925,400925004,Is the man at work or at home?,home,home; at home; home; home; home; home; home; home; home; home,Dogru
400925,400925005,Are the shirts collared?,no,no; no; no; no; no; no; no; no; yes; no,Dogru
400925,400925006,Is there an electrical outlet on the wall?,no,no; no; yes; no; no; no; no; no; no; no,Dogru
400925,400925007,What color is the fabric he is leaning on?,white,white; white; tan; white; white; white; white; white; white; white,Dogru
400925,400925008,What material is the sofa?,cotton,cotton; sheet; shag; cloth; cotton; cotton; cloth; cotton; cotton; cotton,Dogru
400925,400925009,Which hand has a ring on a finger?,left,left; neither; 0; neither; left; left; left; neither; 0; left,Dogru
400925,400925010,What kind of shirt is he wearing?,t shirt,t-shirt; t-shirt; tee; red; tee shirt; casual; t-shirt; graphic; red; t-shirt,Yanlis
400925,400925011,Might one suspect that the accessory shown is part of a uniform?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400925,400925012,Is he playing a game?,yes,yes; yes; yes; yes; yes; wii; yes; yes; yes; yes,Dogru
400925,400925013,Are any of the men blinking?,no,yes; no; no; no; no; no; no; no; no; no,Dogru
400925,400925014,What type of pattern on the man's pillow?,solid,solid; none; plain; none; none; smooth; solid white; plain; none; none,Dogru
400925,400925015,What type of machine is behind the man?,tv,lamp; nothing; nothing; computer; video game; nothing; computer; nothing; video game; computer,Yanlis
400925,400925016,Is this person wearing glasses?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400925,400925017,What video game console is in this picture?,wii,wii; xbox; nintendo; wii; wii; nintendo; wii; wii; playstation; wii u,Dogru
400925,400925018,What gaming system is the boy playing?,wii,wii; wii; nintendo; nintendo; wii; playstation; ps; xbox; wii u; wii,Dogru
400925,400925019,What color is the man's shirt?,red,red; red; red; red; red; red; red; red; red; red,Dogru
400925,400925020,Is the man deciding on what tie to wear?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400925,400925021,What does this hand gesture signify?,peace,rock on; devil horns; rock on; party on; peace; hang 10; rock n roll; rock on; rock and roll; metal,Dogru
400925,400925022,How many hands are in this picture?,1,2; 2; 2; 1; 2; 2; 2; 2; 2; 1,Dogru
400925,400925023,What color is the boy's hair?,black,brown; brown; black; brown; black; black; brown; black; black; brown,Dogru
400925,400925024,What is in the person's hand?,wii remote,remote; remote; controller; control; controller; wii control; controller; wii controller; controller; remote,Yanlis
400925,400925025,What is on his tee shirt?,man,man; man; man; person; cartoon; man; man; man; man; person,Dogru
400925,400925026,What is on his shirt?,man,man; doll; guy; person; person; man graphic; cartoon man; image; man; man,Dogru
138784,138784000,Are people waiting for the train?,no,no; no; no; no; no; no; no; no; no; two,Dogru
138784,138784001,Has the train arrived?,yes,yes; yes; yes; yes; yes; yes; yes; yes; no; yes,Dogru
138784,138784002,Is there a free track?,no,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Yanlis
285275,285275000,Is this bed likely to be an antique?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
285275,285275001,Is there a quilt on the bed?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
285275,285275002,Is this a modern house?,no,no; no; yes; yes; no; no; yes; no; yes; no,Dogru
532007,532007000,Are they on the beach?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
532007,532007001,How many horses are there?,3,3; 3; 3; 3; 3; 3; 3; 3; 3; 3,Dogru
532007,532007002,Are they equestrians?,yes,yes; yes; yes; maybe; yes; yes; yes; yes; yes; yes,Dogru
532009,532009000,What is this food?,pizza,pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza,Dogru
532009,532009001,What is on the pizza?,tomatoes,peppers; tomatoes and cheese; peppers; cheese; cheese and peppers; ham and tomatoes; tomatoes; tomato red pepper cheese bacon; tomato slices; tomatoes,Dogru
532009,532009002,Is this deep-dish?,no,no; no; no; no; no; no; yes; yes; no; no,Dogru
7722,7722000,Is the sink the cat's bed?,no,yes; yes; yes; no; no; no; yes; yes; yes; no,Dogru
7722,7722001,Does the cat have its eyes open?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
7722,7722002,What kind of toothpaste is on the sink counter?,colgate,colgate; colgate; colgate; colgate; colgate; colgate; colgate; yes; colgate; colgate,Dogru
7722,7722003,Is the cat wearing a collar?,yes,no; no; no; no; no; no; no; no; no; no,Yanlis
269867,269867000,Is the vase to the left yellow?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
269867,269867001,Is the vase short?,no,no; yes; no; no; yes; no; no; no; no; no,Dogru
269867,269867002,What is inside the vase?,branches,twigs; decor; twigs; stems; branches; stems; branches; plants; branches; twigs,Dogru
7726,7726000,Can you cross the street here?,no,no; no; maybe; no; no; no; no; yes; no; no,Dogru
7726,7726001,Is there some sort of precipitation coming down?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; it has rained,Dogru
7726,7726002,What is on the street?,truck,water; truck; truck; truck; truck; water; truck; truck; truck; rain,Dogru
7726,7726003,Is there a story behind the truck?,no,yes; yes; yes; no; yes; no; no; yes; no; yes,Dogru
269873,269873000,On what street are the people standing?,ave,ave; ave; ave; 10 ave; ave; ave; ave; ave; avenue; ave,Dogru
269873,269873001,Is this photo from past?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
269873,269873002,Could these be Asians?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
7730,7730000,How many compartments does the suitcase have?,3,4; 5; 3; 3; 6; 5; 3; 6; 3; 5,Dogru
7730,7730001,What is on the luggage handle?,tag,luggage tag; blue tag; tag; cat; tag; ticket; tag; tag; tag; tag,Dogru
7730,7730002,What is hiding in the suitcase?,dog,cat; cat; cat; cat; cat; cat; cat; cat; cat; cat,Yanlis
400950,400950000,Is the little girl trying to be a cowgirl?,yes,no; no; no; yes; yes; no; yes; yes; yes; no,Dogru
400950,400950001,Is the girl wearing makeup?,no,yes; no; no; no; no; yes; yes; yes; yes; yes,Dogru
400950,400950002,What is the mood of the girl on the horse?,happy,happy; happy; happy; happy; happy; happy; happy; happy; happy; happy,Dogru
400950,400950003,How many men are on the trailer?,1,2; 1; 1; 1; 2; 2; 1; 1; 1; 2,Dogru
269879,269879000,What color is the plate?,white,white; white; white; white; white; white; white; white; white; white,Dogru
269879,269879001,"When she takes a bite, what multicolored objects will likely fall on her lap?",peppers,"vegetables; tomato; mushroom; peppers; peppers; pizza toppings; tomatoes; tomatoes and broccoli; broccoli, tomatoes; vegetables",Dogru
269879,269879002,What toppings are on the food?,vegetables,"mushrooms, peppers; chicken, tomato, broccoli; veggies; chicken salad; mushrooms; vegetables; red bell pepper, spinach, and mushroom; peppers; veggies; peppers mushrooms onions tomatoes",Dogru
269879,269879003,What vegetable is she eating?,tomato,"peppers; tomato, mushroom, green pepper; peppers; broccoli; tomato; tomatoes spinach; she is eating pizza with broccoli; pizza; tomatoes; mushrooms peppers",Dogru
269879,269879004,Is the slice of pizza small?,no,no; no; no; no; no; no; no; no; no; no,Dogru
269879,269879005,Is this a healthy treat?,no,no; no; yes; no; yes; no; no; no; no; no,Dogru
269879,269879006,What kind of pizza is this?,veggie,vegetable; vegetarian; mixed vegetable; combination; supreme; combination; loaded; mediterranean; mushroom; vegetable,Yanlis
269879,269879007,What type of food is this?,pizza,pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza,Dogru
269879,269879008,What are the green vegetables on the left?,peppers,broccoli; broccoli; peppers; green peppers; spinach; broccoli; broccoli; broccoli; broccoli; broccoli,Dogru
269879,269879009,Is the woman hungry?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
1290,1290000,Is this food sweet?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
1290,1290001,How many candles are on the cake?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
1290,1290002,Could it be someone's birthday?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138814,138814000,What color is his racket?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue and black; kitchen,Dogru
138814,138814001,Is the sign in the background printed in English?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; no,Dogru
138814,138814002,What game is the man playing?,tennis,tennis; tennis; tennis; tennis; tennis; tennis; tennis; tennis; tennis; tennis,Dogru
